section_type,valid,d,b,t_f,t_w,r,n_r,A,ksx,ksy,Ixx,Iyy,Ixy,elastic_modulus,poissons_ratio,yield_strength
i_section,True,229.1002279872897,180.14362546060744,11.647532897356957,16.12701983291258,13.13577408559641,8,7668.136446594822,0.5116447139887994,0.4332713906617477,62895400.59407849,11440094.464384815,-3.634959655095554e-07,107463.3660520591,0.39656027599206256,465.98732736817504
i_section,True,160.35921107702922,221.9050246144219,10.32879289917305,19.771565555255034,13.343463808727439,8,7503.662249312286,0.5751356677555367,0.3327701071611944,31032835.747484416,18927807.253564946,-8.002298953334893e-08,109831.71900041586,0.44556262504145755,452.0877104735886
i_section,True,170.66163730383005,270.37531594195417,10.675398380238269,21.84633016778215,19.007553487547522,8,9354.255529791242,0.5922790128494649,0.30653299491105324,44639244.36377822,35375268.86163945,0.0,125551.20046118902,0.41677536661837783,402.5455205718987
i_section,True,196.23130073015105,72.48837211711171,14.012302167148723,22.941567218563293,19.9108972694384,8,6241.119781083561,0.4196812662642079,0.664764089739875,28220782.184308313,1153804.6280744844,-3.485139655598116e-08,112083.02639251377,0.4472999233246294,489.0863544026282
i_section,True,333.32670901561613,144.54097100763323,14.73781056453861,28.82913697494941,14.945695826024993,8,13217.81990034384,0.36411585032313026,0.6626410126793273,179941320.7404276,8088528.709181369,-8.045745317990458e-07,140796.46511641465,0.4296982883364811,416.679677403918
i_section,True,152.8769651869394,271.6404103350527,25.147326514854996,8.728690192535643,6.736772745898575,8,14597.62104246061,0.7876464310474091,0.08261793131015943,57328316.35853223,84015741.4209797,1.4472432875799273e-07,107963.8795639401,0.4302536539659105,459.2480111842109
i_section,True,377.9642711463476,295.03966773910736,27.24285235477816,12.820097531350605,12.761631731267645,8,20366.553686357067,0.6714713350602413,0.2245472537427509,535133700.73710287,116681993.05009474,3.5084596857549293e-06,102430.9902887403,0.5976939632235293,583.6264323595746
i_section,True,209.81966883790983,277.71084551152046,17.976123467282584,8.317132786665573,19.008679937561084,8,11750.07840555529,0.7427899332412595,0.1439351364421301,97963228.14433196,64204385.26355069,-5.307563218742643e-07,117756.48715646612,0.3703124101150295,579.3048866397257
i_section,True,243.9218916048435,87.42627831289683,16.289904912350806,14.695480878801703,16.030539951345332,8,6181.455445664241,0.4465621357317827,0.5502469849208249,50889186.89731896,1899803.5996762433,1.507002507509323e-07,126363.2187412415,0.3916473031301281,539.7322719689932
i_section,True,155.5011103141372,286.67516657347807,10.135060852037894,24.429293407042508,12.688345050211643,8,9256.970609651959,0.5852550659807794,0.27791991733223076,36380042.34779399,39994181.67910254,-5.46468002627282e-07,132241.27424216035,0.36274750195884137,473.67091491501276
i_section,True,392.69536631335876,217.60933270166768,17.233644692352584,10.9760590932171,8.673149857306342,8,11498.887160770533,0.558977164739152,0.3541649429138544,308657777.6117753,29641099.700071927,-5.533920923211775e-07,105881.07566595546,0.36854579494787426,557.9246085959592
