0,1,2,3
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 218.0777710203231, 'b': 117.47322612392409, 't': 10.107362745372713, 'r_out': 17.95084001847377, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6113.7236471156375, 'ixx': 7158323683379.252, 'iyy': 2693857313405.088, 'ixy': -0.0361328125, 'g_eff': 76923.07692307679})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 181.06080675730334, 'b': 125.90367437884233, 't': 9.488730756656697, 'r_out': 13.562087424005002, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5297.924600469109, 'ixx': 4608227111954.264, 'iyy': 2598160197666.6025, 'ixy': -0.0126953125, 'g_eff': 76923.07692307711})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 253.87579921378605, 'b': 135.6921959385735, 't': 19.917779131473054, 'r_out': 9.758863543429625, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 13836.551448490945, 'ixx': 21044053803269.17, 'iyy': 7347708406285.35, 'ixy': -0.015625, 'g_eff': 76923.0769230772})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 21.624622052664115, 'b': 280.1594255885872, 't': 10.548460443016383, 'r_out': 9.862891822903272, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5824.357471772216, 'ixx': 45756131112.457596, 'iyy': 7403496005660.531, 'ixy': 0.001953125, 'g_eff': 76923.07692307694})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 149.7884821355855, 'b': 33.97152744978163, 't': 14.658252433117202, 'r_out': 19.549448690803427, 'n_r': 4})","('valid', False)","('stiffness_props', {'area': None, 'ixx': None, 'iyy': None, 'ixy': None, 'g_eff': None})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 187.98335322326545, 'b': 293.8008950619386, 't': 12.217585894377425, 'r_out': 15.193561124659565, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 10953.415380541368, 'ixx': 12523619306976.59, 'iyy': 25266034698093.375, 'ixy': -0.203125, 'g_eff': 76923.07692307724})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 223.30327503366698, 'b': 215.79725808442316, 't': 15.725344223002452, 'r_out': 14.464160830583104, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 12611.656311310728, 'ixx': 17862012371354.63, 'iyy': 16912804989676.543, 'ixy': -0.0234375, 'g_eff': 76923.07692307726})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 250.27621424390225, 'b': 157.32973476434722, 't': 13.052205696782616, 'r_out': 12.36292566336296, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 9806.031154213531, 'ixx': 16012918841489.484, 'iyy': 7626421553030.205, 'ixy': 0.0078125, 'g_eff': 76923.07692307672})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 117.2997052906943, 'b': 80.50234188675233, 't': 10.33140225800767, 'r_out': 17.508919360801798, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3405.1480378059505, 'ixx': 1105620949932.2412, 'iyy': 602803477345.8062, 'ixy': -0.0068359375, 'g_eff': 76923.07692307683})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 169.33679681155115, 'b': 111.77273131000028, 't': 3.7187664656010755, 'r_out': 10.582050389807813, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1970.5693523477983, 'ixx': 1574547437386.38, 'iyy': 836615037119.3691, 'ixy': 0.01416015625, 'g_eff': 76923.07692307729})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 272.0206048070502, 'b': 103.82937415211252, 't': 5.172970043374382, 'r_out': 13.008391466839246, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3673.6584679674384, 'ixx': 6521381543255.898, 'iyy': 1455773446572.7063, 'ixy': -0.0009765625, 'g_eff': 76923.07692307692})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 117.58789531756689, 'b': 101.86919463262933, 't': 5.532824459138098, 'r_out': 9.734018927961179, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2228.8854345078194, 'ixx': 880433298801.5334, 'iyy': 704728925287.6467, 'ixy': -0.00048828125, 'g_eff': 76923.0769230766})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 171.8905156009118, 'b': 102.07312960356555, 't': 15.331388469817618, 'r_out': 17.88966201212199, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7146.785009433911, 'ixx': 4867027549903.994, 'iyy': 2050856654391.4912, 'ixy': 0.0244140625, 'g_eff': 76923.07692307697})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 269.8556666919251, 'b': 190.2855339604637, 't': 13.077849455256203, 'r_out': 12.085834942315763, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 11205.126708835092, 'ixx': 22222502351581.71, 'iyy': 12781425790516.812, 'ixy': -0.015625, 'g_eff': 76923.07692307651})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 41.20525914795358, 'b': 80.55915719584215, 't': 10.766965675954046, 'r_out': 10.747611678024853, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2042.845226402153, 'ixx': 78855913325.66232, 'iyy': 258740695745.77283, 'ixy': 0.0, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 42.90404774747005, 'b': 181.45461558982922, 't': 11.185729166181718, 'r_out': 10.375526235028806, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4411.096795784783, 'ixx': 208079007353.56616, 'iyy': 2726884633461.0947, 'ixy': -0.0009765625, 'g_eff': 76923.07692307673})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 199.50374125193466, 'b': 289.97918538541336, 't': 16.43702725681804, 'r_out': 13.946097381402518, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 14816.091321433214, 'ixx': 18190195732360.246, 'iyy': 33098288902409.008, 'ixy': 0.25, 'g_eff': 76923.0769230767})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 46.27998181611538, 'b': 251.94584351976937, 't': 12.443298008075901, 'r_out': 19.810668632471533, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6464.298533698111, 'ixx': 352365952191.70264, 'iyy': 7144061297854.555, 'ixy': 0.01025390625, 'g_eff': 76923.07692307726})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 45.49897924892737, 'b': 95.43788512603045, 't': 12.195047423722789, 'r_out': 16.416651869034187, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2590.902248442962, 'ixx': 119415213855.51715, 'iyy': 433610092241.29565, 'ixy': 0.00048828125, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 120.74109257504111, 'b': 280.2013670816552, 't': 4.407844358329762, 'r_out': 18.387514609558224, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3314.1980368927825, 'ixx': 1774378784000.7837, 'iyy': 6424818073041.232, 'ixy': -0.0146484375, 'g_eff': 76923.07692307667})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 141.31122239893193, 'b': 74.7186770474548, 't': 7.414793351988902, 'r_out': 9.885381449006774, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2892.100521833803, 'ixx': 1408069825158.5137, 'iyy': 506737535707.2716, 'ixy': 0.00048828125, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 80.29397017925726, 'b': 151.95624757053918, 't': 5.017784291390189, 'r_out': 17.566256362820063, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2078.941140537119, 'ixx': 443091562185.73083, 'iyy': 1175696013503.753, 'ixy': -0.003662109375, 'g_eff': 76923.07692307707})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 243.98948144170646, 'b': 184.78147026385864, 't': 8.252427111832311, 'r_out': 9.141271903135529, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6721.61903335383, 'ixx': 11478159050021.746, 'iyy': 7455139204714.475, 'ixy': 0.056640625, 'g_eff': 76923.07692307686})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 258.7190337263403, 'b': 57.139007200981425, 't': 9.160397457737385, 'r_out': 9.594765488457256, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5359.24801470562, 'ixx': 7206848698993.664, 'iyy': 557315464680.6017, 'ixy': 0.001953125, 'g_eff': 76923.07692307694})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 140.4666795050635, 'b': 169.41673304148756, 't': 13.312118644329056, 'r_out': 15.51888912902632, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7305.593412429098, 'ixx': 4104348420444.658, 'iyy': 5548653113996.252, 'ixy': -0.005859375, 'g_eff': 76923.07692307676})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 268.63200338539014, 'b': 247.35262641478522, 't': 3.864997729164486, 'r_out': 12.391067886581816, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3847.9613240959798, 'ixx': 8700418270248.598, 'iyy': 7682919226818.383, 'ixy': 0.09375, 'g_eff': 76923.07692307747})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 147.0482669976888, 'b': 245.0020327868453, 't': 13.104302442450175, 'r_out': 11.703232316908599, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 9451.23478538312, 'ixx': 6412267753418.619, 'iyy': 14556328225729.04, 'ixy': -0.01171875, 'g_eff': 76923.07692307679})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 105.97763330138005, 'b': 139.5068960087399, 't': 7.940217769416463, 'r_out': 13.809001745975458, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3489.967106730125, 'ixx': 1179451612825.432, 'iyy': 1815179375340.5059, 'ixy': -0.005859375, 'g_eff': 76923.076923077})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 294.61251491182827, 'b': 71.93218927964932, 't': 2.839235190697976, 'r_out': 8.783413294065387, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2007.3531245666609, 'ixx': 3840921484846.3457, 'iyy': 416464571346.06525, 'ixy': 0.016357421875, 'g_eff': 76923.07692307714})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 193.37761663182437, 'b': 168.77641059055077, 't': 8.462942964445554, 'r_out': 12.295104741652526, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5706.808002255228, 'ixx': 6194015684457.217, 'iyy': 5013687795707.239, 'ixy': -0.00390625, 'g_eff': 76923.07692307705})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 211.3427436669598, 'b': 66.17088629029814, 't': 7.090747133963191, 'r_out': 9.857875963270182, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3644.9224562897552, 'ixx': 3577064796990.1113, 'iyy': 541400935146.22144, 'ixy': 0.00244140625, 'g_eff': 76923.07692307675})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 229.02660303659687, 'b': 66.1312131051154, 't': 19.39476955708148, 'r_out': 10.133558468680812, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 9841.718302152338, 'ixx': 9845532217439.492, 'iyy': 1019838112342.5164, 'ixy': -0.0146484375, 'g_eff': 76923.07692307692})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 47.81621108347724, 'b': 25.417389626196197, 't': 8.626378607850947, 'r_out': 18.682166058495405, 'n_r': 4})","('valid', False)","('stiffness_props', {'area': None, 'ixx': None, 'iyy': None, 'ixy': None, 'g_eff': None})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 286.05747005031367, 'b': 261.7462667049458, 't': 5.5891741289863415, 'r_out': 14.399770451823679, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5868.858695191257, 'ixx': 14855511031909.684, 'iyy': 12985888542783.34, 'ixy': -0.02734375, 'g_eff': 76923.0769230766})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 92.70383333916833, 'b': 145.5817330092958, 't': 15.036242412909674, 'r_out': 9.65414133424774, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6168.282289725181, 'ixx': 1423936807397.9077, 'iyy': 3065926546495.9043, 'ixy': -0.0048828125, 'g_eff': 76923.07692307711})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 130.171039957956, 'b': 144.44929177971596, 't': 3.8131304307884806, 'r_out': 13.096222782789003, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1950.831185434712, 'ixx': 1042027568282.5391, 'iyy': 1219291598512.1782, 'ixy': -0.0068359375, 'g_eff': 76923.07692307692})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 222.64357493605124, 'b': 20.927320526526145, 't': 3.4862152168312273, 'r_out': 8.620890928400778, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1601.7114723889208, 'ixx': 1398752457645.3687, 'iyy': 23331334995.965454, 'ixy': 0.0001220703125, 'g_eff': 76923.07692307707})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 171.230662024195, 'b': 162.9521873729121, 't': 10.136057440742801, 'r_out': 9.249932173214564, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6278.073227423235, 'ixx': 5335377071936.59, 'iyy': 4932984042562.679, 'ixy': -0.005859375, 'g_eff': 76923.076923077})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 34.771521797288166, 'b': 172.52974726281278, 't': 11.667257032456156, 'r_out': 17.978718320770533, 'n_r': 4})","('valid', False)","('stiffness_props', {'area': None, 'ixx': None, 'iyy': None, 'ixy': None, 'g_eff': None})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 114.36383246683543, 'b': 60.353592688214064, 't': 18.419951019626357, 'r_out': 16.45219304802329, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4808.7197889112695, 'ixx': 1168308781556.692, 'iyy': 364516861459.5176, 'ixy': 0.0, 'g_eff': 76923.07692307695})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 104.16761864091343, 'b': 292.23277422455305, 't': 13.313399380050194, 'r_out': 11.551872849645338, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 9712.441310708113, 'ixx': 3376450042300.5176, 'iyy': 18564302697088.906, 'ixy': -0.029296875, 'g_eff': 76923.07692307672})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 154.39664785560174, 'b': 26.784303250054556, 't': 9.63968936707272, 'r_out': 16.008108870470203, 'n_r': 4})","('valid', False)","('stiffness_props', {'area': None, 'ixx': None, 'iyy': None, 'ixy': None, 'g_eff': None})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 190.37818201522467, 'b': 183.27949602379914, 't': 6.027816555766526, 'r_out': 15.299053801688881, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4211.236378869296, 'ixx': 4633116634549.906, 'iyy': 4372712552535.919, 'ixy': -0.0341796875, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 281.5142084110999, 'b': 230.69044277770675, 't': 7.485156323265338, 'r_out': 15.66388500531119, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7265.287815963567, 'ixx': 17004481861316.914, 'iyy': 12545807491640.41, 'ixy': -0.171875, 'g_eff': 76923.07692307695})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 24.098308470699088, 'b': 121.25129703616986, 't': 16.008319002924033, 'r_out': 17.446238769772506, 'n_r': 4})","('valid', False)","('stiffness_props', {'area': None, 'ixx': None, 'iyy': None, 'ixy': None, 'g_eff': None})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 244.13716132813926, 'b': 72.64583777565288, 't': 2.7692284913553964, 'r_out': 8.03213021011265, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1686.9975264302168, 'ixx': 2316876046610.1045, 'iyy': 348679143310.19464, 'ixy': -0.001708984375, 'g_eff': 76923.07692307717})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 225.88787178065223, 'b': 160.25447474668255, 't': 17.953336301599993, 'r_out': 9.732299937829232, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 12481.08001547516, 'ixx': 16342410742702.68, 'iyy': 9291716894208.303, 'ixy': 0.0, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 96.71455276333978, 'b': 245.90371517480884, 't': 11.603734131951636, 'r_out': 19.16701464396339, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7102.544758329668, 'ixx': 2105954495053.6367, 'iyy': 9545790885423.59, 'ixy': 0.0078125, 'g_eff': 76923.07692307705})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 21.908030699592473, 'b': 262.3444421154605, 't': 2.739214963165669, 'r_out': 8.410862230004224, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1488.6690385131687, 'ixx': 26132910062.429405, 'iyy': 1819863366740.9248, 'ixy': -0.001220703125, 'g_eff': 76923.07692307727})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 42.498729617175954, 'b': 130.30243330892597, 't': 5.830298398874417, 'r_out': 14.953768412819109, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1738.6176847347149, 'ixx': 97360884116.30908, 'iyy': 593436748867.0337, 'ixy': 0.0, 'g_eff': 76923.07692307698})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 214.8220417754939, 'b': 174.4413351694317, 't': 8.749149812981178, 'r_out': 11.704735973837373, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6376.99135873314, 'ixx': 8442870409343.529, 'iyy': 6107540259985.381, 'ixy': 0.01171875, 'g_eff': 76923.07692307695})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 278.34337001354777, 'b': 192.53796551191465, 't': 15.335926399066281, 'r_out': 14.249909667042697, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 13298.980529036005, 'ixx': 27466356076734.4, 'iyy': 15255207828017.8, 'ixy': -0.140625, 'g_eff': 76923.0769230771})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 98.78343696819361, 'b': 250.1521694044782, 't': 11.369565119082061, 'r_out': 17.680722091761126, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7144.64692270045, 'ixx': 2234846968350.336, 'iyy': 10053418691395.633, 'ixy': -0.0390625, 'g_eff': 76923.07692307683})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 32.1778980812429, 'b': 240.89074048274523, 't': 10.950011558614174, 'r_out': 17.25017163079613, 'n_r': 4})","('valid', False)","('stiffness_props', {'area': None, 'ixx': None, 'iyy': None, 'ixy': None, 'g_eff': None})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 224.7176417459359, 'b': 168.47930912192265, 't': 17.63200734383691, 'r_out': 10.258347404518734, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 12516.918627188514, 'ixx': 16512653198330.457, 'iyy': 10305801744679.73, 'ixy': 0.02734375, 'g_eff': 76923.07692307718})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 131.11916489391334, 'b': 98.41976108121091, 't': 6.939488271993022, 'r_out': 19.4493121204406, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2771.3593303928765, 'ixx': 1242835397423.5293, 'iyy': 800181179626.4292, 'ixy': 0.00341796875, 'g_eff': 76923.07692307682})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 43.860383839152846, 'b': 239.9660145485885, 't': 14.491726272162888, 'r_out': 14.829230946668035, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7166.4362460445855, 'ixx': 310692257621.3639, 'iyy': 7176782360373.605, 'ixy': -0.00830078125, 'g_eff': 76923.07692307676})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 21.894335162549062, 'b': 149.2488494292636, 't': 18.69891467462122, 'r_out': 10.719930020202183, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1418.7057928047789, 'ixx': 17445213119.39991, 'iyy': 732278406004.5715, 'ixy': 0.0, 'g_eff': 76923.076923077})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 22.48474496882837, 'b': 261.8559505719377, 't': 13.243471088547283, 'r_out': 9.814680735943897, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4849.443120921374, 'ixx': 47767045820.31865, 'iyy': 5540472710132.396, 'ixy': 0.001953125, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 290.1531578894212, 'b': 74.5369852321951, 't': 7.206260831236672, 'r_out': 14.177440070182172, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4895.981340197594, 'ixx': 8710869768240.934, 'iyy': 965253684573.1565, 'ixy': -0.01171875, 'g_eff': 76923.07692307667})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 87.25376388284045, 'b': 221.59971234079308, 't': 7.184002349637425, 'r_out': 13.708209150647765, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4085.8189149943905, 'ixx': 1065152008022.1016, 'iyy': 4668381495051.719, 'ixy': -0.0068359375, 'g_eff': 76923.076923077})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 246.8701600001247, 'b': 178.47546016305975, 't': 2.174382017698008, 'r_out': 14.796316615656728, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1771.1982345477136, 'ixx': 3173692763469.4707, 'iyy': 1954685561099.893, 'ixy': 0.0107421875, 'g_eff': 76923.07692307714})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 157.18704879706792, 'b': 243.69882255872128, 't': 12.402017830722837, 'r_out': 19.22629936614438, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 9005.26749534263, 'ixx': 6944075115348.596, 'iyy': 13867234389396.062, 'ixy': 0.0390625, 'g_eff': 76923.07692307711})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 195.16196808903558, 'b': 171.05764768197017, 't': 6.470310453938822, 'r_out': 13.825592573244764, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4434.602712293154, 'ixx': 4993938282482.413, 'iyy': 4081296183477.916, 'ixy': -0.017578125, 'g_eff': 76923.07692307673})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 252.26035420732626, 'b': 53.341741124724514, 't': 17.377335827307277, 'r_out': 13.107323458958815, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 9241.411350149881, 'ixx': 10564094892069.7, 'iyy': 595638593400.9026, 'ixy': 0.0283203125, 'g_eff': 76923.07692307707})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 101.31911315853863, 'b': 52.678092694013834, 't': 12.248661230321927, 'r_out': 16.417569316017264, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2920.2436144481253, 'ixx': 587107168084.8823, 'iyy': 191245603565.32037, 'ixy': 0.000244140625, 'g_eff': 76923.07692307683})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 61.61029760544966, 'b': 39.160624076961156, 't': 19.945297172603563, 'r_out': 18.721554720053405, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2046.346355045632, 'ixx': 103144243950.47003, 'iyy': 44755714808.289825, 'ixy': 0.0003662109375, 'g_eff': 76923.07692307698})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 214.1865577189589, 'b': 142.44859890142789, 't': 3.5738848890351798, 'r_out': 16.04394244284936, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 2396.1496277741185, 'ixx': 3081219922358.665, 'iyy': 1667904622470.7935, 'ixy': 0.0146484375, 'g_eff': 76923.07692307768})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 255.19449960912388, 'b': 72.01462470026058, 't': 13.697821435846004, 'r_out': 19.627460503430434, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7863.506479243803, 'ixx': 10082155103913.422, 'iyy': 1177865641537.6313, 'ixy': 0.0068359375, 'g_eff': 76923.07692307686})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 296.157249183289, 'b': 116.28634357449262, 't': 14.213206362593295, 'r_out': 8.998207049240973, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 10835.263123067885, 'ixx': 21897104850721.21, 'iyy': 4684606276126.245, 'ixy': -0.06640625, 'g_eff': 76923.07692307705})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 150.827320944009, 'b': 240.24487173964408, 't': 7.622580360597616, 'r_out': 9.92319923861742, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5636.366469730336, 'ixx': 4292113470881.293, 'iyy': 8858110241902.691, 'ixy': 0.005859375, 'g_eff': 76923.07692307682})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 65.49755539558433, 'b': 79.88220998731953, 't': 7.385496844965582, 'r_out': 11.812963690856083, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 1809.2776940365575, 'ixx': 209684123704.6682, 'iyy': 288456045432.9872, 'ixy': 0.0001220703125, 'g_eff': 76923.07692307692})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 170.3347830062486, 'b': 227.8345757283157, 't': 6.854921181179043, 'r_out': 8.12851884916081, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 5206.4285965101, 'ixx': 4964862287487.64, 'iyy': 7784968705615.844, 'ixy': 0.0234375, 'g_eff': 76923.0769230767})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 197.44405650809892, 'b': 142.22844581103777, 't': 17.73229429718017, 'r_out': 10.090510489684812, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 10686.790105455311, 'ixx': 10494923624402.21, 'iyy': 6086449616200.096, 'ixy': 0.00390625, 'g_eff': 76923.07692307685})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 231.19702958281871, 'b': 125.34843667558813, 't': 5.521057837855862, 'r_out': 12.941696645610008, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 3702.6663317283464, 'ixx': 5194431113629.535, 'iyy': 2023813790858.0479, 'ixy': -0.0166015625, 'g_eff': 76923.07692307659})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 80.14526867028701, 'b': 149.03088412622336, 't': 19.235569548989897, 'r_out': 8.793923772138005, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 7259.306013368152, 'ixx': 1123002561478.4854, 'iyy': 3401641678207.8223, 'ixy': 0.00732421875, 'g_eff': 76923.07692307694})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 44.477330688615666, 'b': 50.84046009440422, 't': 4.6769742980035485, 'r_out': 19.590109271598216, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 642.7305744001071, 'ixx': 28935586412.57798, 'iyy': 35042224313.189575, 'ixy': 6.103515625e-05, 'g_eff': 76923.07692307691})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 104.49890666911327, 'b': 104.90406207438765, 't': 13.587122414285512, 'r_out': 19.509349940590162, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 4606.386002231365, 'ixx': 1232945984996.5688, 'iyy': 1240792161165.913, 'ixy': 0.00634765625, 'g_eff': 76923.07692307686})"
"('section_type', 'rectangular_hollow_section')","('section_params', {'d': 55.902138278544825, 'b': 291.3289138267831, 't': 10.753753121273409, 'r_out': 11.859323998471455, 'n_r': 4})","('valid', True)","('stiffness_props', {'area': 6866.079917252038, 'ixx': 647490287634.2495, 'iyy': 11207215364311.906, 'ixy': -0.0068359375, 'g_eff': 76923.07692307708})"
